Active;FirstName;LastName;GenderAsString;CantonName;CantonAbbreviation;CouncilName;ParlGroupName;ParlGroupAbbreviation;PartyName;PartyAbbreviation;MaritalStatusText;BirthPlace_City;BirthPlace_Canton;Mandates;DateJoining;DateLeaving;Citizenship;DateOfBirth;DateOfDeath
FAUX;Didier;Berberat;m;Neuchâtel;NE;Conseil des Etats;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);La Chaux-de-Fonds;Neuchâtel;"Législatif communal: depuis mai 1988 jusqu'à juillet 1988; Exécutif communal: depuis mai 2000 jusqu'à mai 2010 (Président: 2005 et 2010); Législatif cantonal: depuis avril 1989 jusqu'à novembre 1995";21/09/2009;04/12/2011;Montignez (JU);01/12/1956;
FAUX;Didier;Berberat;m;Neuchâtel;NE;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);La Chaux-de-Fonds;Neuchâtel;"Législatif communal: depuis mai 1988 jusqu'à juillet 1988; Exécutif communal: depuis mai 2000 jusqu'à mai 2010 (Président: 2005 et 2010); Législatif cantonal: depuis avril 1989 jusqu'à novembre 1995";01/12/2003;02/12/2007;Montignez (JU);01/12/1956;
FAUX;Didier;Berberat;m;Neuchâtel;NE;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);La Chaux-de-Fonds;Neuchâtel;"Législatif communal: depuis mai 1988 jusqu'à juillet 1988; Exécutif communal: depuis mai 2000 jusqu'à mai 2010 (Président: 2005 et 2010); Législatif cantonal: depuis avril 1989 jusqu'à novembre 1995";04/12/1995;05/12/1999;Montignez (JU);01/12/1956;
FAUX;Didier;Berberat;m;Neuchâtel;NE;Conseil des Etats;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);La Chaux-de-Fonds;Neuchâtel;"Législatif communal: depuis mai 1988 jusqu'à juillet 1988; Exécutif communal: depuis mai 2000 jusqu'à mai 2010 (Président: 2005 et 2010); Législatif cantonal: depuis avril 1989 jusqu'à novembre 1995";05/12/2011;29/11/2015;Montignez (JU);01/12/1956;
FAUX;Didier;Berberat;m;Neuchâtel;NE;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);La Chaux-de-Fonds;Neuchâtel;"Législatif communal: depuis mai 1988 jusqu'à juillet 1988; Exécutif communal: depuis mai 2000 jusqu'à mai 2010 (Président: 2005 et 2010); Législatif cantonal: depuis avril 1989 jusqu'à novembre 1995";06/12/1999;30/11/2003;Montignez (JU);01/12/1956;
VRAI;Didier;Berberat;m;Neuchâtel;NE;Conseil des Etats;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);La Chaux-de-Fonds;Neuchâtel;"Législatif communal: depuis mai 1988 jusqu'à juillet 1988; Exécutif communal: depuis mai 2000 jusqu'à mai 2010 (Président: 2005 et 2010); Législatif cantonal: depuis avril 1989 jusqu'à novembre 1995";30/11/2015;;Montignez (JU);01/12/1956;
FAUX;Heinrich;Berchtold;m;Zurich;ZH;Conseil national;Non inscrit;-;Libéral;Lib*;;;;;16/03/1896;22/06/1907;Seegräben (ZH);03/05/1844;22/06/1907
FAUX;Jean N.-E.;Berchtold;m;Fribourg;FR;Conseil des Etats;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;04/07/1853;01/06/1854;Fribourg (FR);05/12/1789;27/09/1860
FAUX;Louis-F.-J.-M.;Berdez;m;Vaud;VD;Conseil national;Centre;MC;Libéral;Lib*;;;;;07/07/1873;01/01/1877;Rossinière (VD),Vevey (VD);29/12/1839;11/03/1905
FAUX;Gottlieb;Berger;m;Berne;BE;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;05/12/1881;30/11/1902;Langnau im Emmental (BE);29/12/1826;03/07/1903
FAUX;Gallus;Berger;m;Zurich;ZH;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;05/12/1955;28/11/1971;Sennwald (SG);10/04/1903;09/02/1982
FAUX;Michèle-Irène;Berger;f;Neuchâtel;NE;Conseil des Etats;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Neuchâtel;Neuchâtel;;06/12/1999;30/11/2003;Neuchâtel (NE);03/12/1944;
FAUX;Philippe-Henri;Berger;m;Neuchâtel;NE;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;23/03/1927;02/12/1928;Fontainemelon (NE),Oberthal (BE);25/03/1883;30/01/1940
FAUX;Jean-Pierre;Berger;m;Vaud;VD;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;;;;28/11/1983;03/12/1995;Thielle-Wavre (NE),Dompierre (FR);01/01/1929;12/02/2018
FAUX;Hermann;Berger;m;Soleure;SO;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;02/12/1963;28/11/1971;Olten (SO),Spiez (BE);09/11/1905;22/07/1979
FAUX;Fritz;Berger;m;Bâle-Ville;BS;Conseil national;Groupe conservateur-catholique;K;Conservateurs;Cons*;;;;;03/12/1951;01/12/1963;Bâle (BS);14/02/1897;03/09/1977
FAUX;Philippe-Henri;Berger;m;Neuchâtel;NE;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;01/12/1919;06/12/1925;Fontainemelon (NE),Oberthal (BE);25/03/1883;30/01/1940
FAUX;Claude;Berger;m;Neuchâtel;NE;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;06/06/1955;03/12/1967;Neuchâtel (NE);24/08/1921;10/09/1981
FAUX;Johann Georg;Berlinger;m;St-Gall;SG;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;01/12/1890;29/08/1900;Ganterschwil (SG);10/12/1841;29/08/1900
FAUX;Costantino;Bernasconi;m;Tessin;TI;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;05/06/1882;01/10/1893;Chiasso (TI);11/04/1820;20/06/1902
FAUX;Madeleine;Bernasconi;f;Genève;GE;Conseil national;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Genève 8;Genève;"Parti Radical démocratique suisse; commune de Meyrin (législatif communal); commune de Meyrin (exécutif communal); Grand Conseil du canton de Géneve (législatif cantonal)";06/12/1999;30/11/2003;Novazzano (TI);15/09/1939;
FAUX;Costantino;Bernasconi;m;Tessin;TI;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;07/12/1863;01/12/1872;Chiasso (TI);11/04/1820;20/06/1902
FAUX;Costantino;Bernasconi;m;Tessin;TI;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;01/07/1874;01/03/1875;Chiasso (TI);11/04/1820;20/06/1902
FAUX;Cesare;Bernasconi;m;Tessin;TI;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;02/07/1855;01/10/1860;Chiasso (TI);11/05/1819;06/09/1864
FAUX;Friedrich;Bernet;m;St-Gall;SG;Conseil national;Gauche démocratique;DL;Grutléens;Grut*;;;;;04/07/1864;05/12/1869;St-Gall (SG);21/02/1829;26/02/1872
FAUX;John (Jean-M.-E.);Berney;m;Vaud;VD;Conseil national;Gauche;LG;Centre-gauche;CentreG;;;;;07/12/1863;02/12/1866;L'Abbaye (VD),Saubraz (VD);23/04/1820;26/05/1917
FAUX;Hans;Bernhard;m;Zurich;ZH;Conseil des Etats;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;19/02/1940;08/04/1942;Zurich (ZH);13/09/1888;08/04/1942
FAUX;Urs;Bernhardsgrütter;m;St-Gall;SG;Conseil national;Groupe des Verts;G;Parti écologiste suisse;PES;;Uznach;St-Gall;Legislative des Kantons: Februar 2000 - April 2006;06/06/2006;02/12/2007;Gossau (SG);28/07/1962;
FAUX;Joseph Leonhard;Bernold;m;St-Gall;SG;Conseil national;Centre;MC;Parti radical-démocratique suisse;PRD;;;;;03/12/1860;19/02/1872;Walenstadt (SG);14/12/1809;19/02/1872
FAUX;Joseph Leonhard;Bernold;m;St-Gall;SG;Conseil national;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;06/11/1848;06/12/1857;Walenstadt (SG);14/12/1809;19/02/1872
FAUX;Hans;Bernoulli;m;Bâle-Ville;BS;Conseil national;Groupe indépendant;U;Alliance des Indépendants;AdI;;;;;01/12/1947;02/12/1951;Bâle (BS);17/02/1876;12/09/1959
FAUX;Sebastiano;Beroldingen;m;Tessin;TI;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;07/07/1856;06/12/1857;Mendrisio (TI);08/11/1818;29/09/1865
FAUX;Sebastiano;Beroldingen;m;Tessin;TI;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;03/07/1860;01/02/1862;Mendrisio (TI);08/11/1818;29/09/1865
FAUX;Alain;Berset;m;Fribourg;FR;Conseil des Etats;Groupe socialiste;S;Parti socialiste suisse;PSS;;Fribourg;Fribourg;"Législatif communal (conseil général) de Belfaux; depuis mars 2001 jusqu'à décembre 2003; Législatif cantonal (Assemblée Constituante): depuis mars 2000 jusqu'à mai 2004";01/12/2003;02/12/2007;Misery-Courtion (FR);09/04/1972;
FAUX;Alain;Berset;m;Fribourg;FR;Conseil des Etats;Groupe socialiste;S;Parti socialiste suisse;PSS;;Fribourg;Fribourg;"Législatif communal (conseil général) de Belfaux; depuis mars 2001 jusqu'à décembre 2003; Législatif cantonal (Assemblée Constituante): depuis mars 2000 jusqu'à mai 2004";01/12/2003;02/12/2007;Misery-Courtion (FR);09/04/1972;
FAUX;Alain;Berset;m;Fribourg;FR;Conseil des Etats;Groupe socialiste;S;Parti socialiste suisse;PSS;;Fribourg;Fribourg;"Législatif communal (conseil général) de Belfaux; depuis mars 2001 jusqu'à décembre 2003; Législatif cantonal (Assemblée Constituante): depuis mars 2000 jusqu'à mai 2004";05/12/2011;31/12/2011;Misery-Courtion (FR);09/04/1972;
VRAI;Alain;Berset;m;Fribourg;FR;Conseil fédéral;;;Parti socialiste suisse;PSS;;Fribourg;Fribourg;"Législatif communal (conseil général) de Belfaux; depuis mars 2001 jusqu'à décembre 2003; Législatif cantonal (Assemblée Constituante): depuis mars 2000 jusqu'à mai 2004";01/01/2012;31/12/2016;Misery-Courtion (FR);09/04/1972;
VRAI;Alain;Berset;m;Fribourg;FR;Conseil fédéral;;;Parti socialiste suisse;PSS;;Fribourg;Fribourg;"Législatif communal (conseil général) de Belfaux; depuis mars 2001 jusqu'à décembre 2003; Législatif cantonal (Assemblée Constituante): depuis mars 2000 jusqu'à mai 2004";01/01/2017;31/12/2017;Misery-Courtion (FR);09/04/1972;
VRAI;Alain;Berset;m;Fribourg;FR;Conseil fédéral;;;Parti socialiste suisse;PSS;;Fribourg;Fribourg;"Législatif communal (conseil général) de Belfaux; depuis mars 2001 jusqu'à décembre 2003; Législatif cantonal (Assemblée Constituante): depuis mars 2000 jusqu'à mai 2004";01/01/2018;31/12/2018;Misery-Courtion (FR);09/04/1972;
VRAI;Alain;Berset;m;Fribourg;FR;Conseil fédéral;;;Parti socialiste suisse;PSS;;Fribourg;Fribourg;"Législatif communal (conseil général) de Belfaux; depuis mars 2001 jusqu'à décembre 2003; Législatif cantonal (Assemblée Constituante): depuis mars 2000 jusqu'à mai 2004";01/01/2019;;Misery-Courtion (FR);09/04/1972;
FAUX;Alain;Berset;m;Fribourg;FR;Conseil des Etats;Groupe socialiste;S;Parti socialiste suisse;PSS;;Fribourg;Fribourg;"Législatif communal (conseil général) de Belfaux; depuis mars 2001 jusqu'à décembre 2003; Législatif cantonal (Assemblée Constituante): depuis mars 2000 jusqu'à mai 2004";03/12/2007;04/12/2011;Misery-Courtion (FR);09/04/1972;
FAUX;Henri;Bersier;m;Vaud;VD;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;03/12/1917;31/05/1924;Cully (VD),Villarzel (VD),Lutry (VD);17/05/1870;15/06/1941
FAUX;Raymond;Bertholet;m;Genève;GE;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;02/12/1963;03/12/1967;Genève (GE);18/03/1909;26/12/1979
FAUX;Henri;Berthoud;m;Neuchâtel;NE;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;23/04/1923;02/12/1928;Boudevilliers (NE),Neuchâtel (NE);17/04/1877;03/08/1948
FAUX;Henri;Berthoud;m;Neuchâtel;NE;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;16/03/1931;30/11/1947;Boudevilliers (NE),Neuchâtel (NE);17/04/1877;03/08/1948
FAUX;Fritz;Berthoud;m;Neuchâtel;NE;Conseil national;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;02/12/1872;01/12/1878;Fleurier (NE);07/08/1812;18/01/1890
FAUX;Jean Ed.;Berthoud;m;Neuchâtel;NE;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;07/12/1896;01/06/1908;Boudevilliers (NE),Neuchâtel (NE);11/12/1846;21/06/1916
FAUX;Jean Ed.;Berthoud;m;Neuchâtel;NE;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;01/07/1883;01/06/1889;Boudevilliers (NE),Neuchâtel (NE);11/12/1846;21/06/1916
FAUX;Fritz;Berthoud;m;Neuchâtel;NE;Conseil des Etats;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;03/07/1871;01/05/1872;Fleurier (NE);07/08/1812;18/01/1890
FAUX;Ambrogio;Bertoni;m;Tessin;TI;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;04/07/1860;01/02/1862;Lottigna (TI);25/08/1811;11/11/1887
FAUX;Brenno;Bertoni;m;Tessin;TI;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;23/03/1914;01/03/1920;Lottigna (TI);07/08/1860;18/02/1945
FAUX;Ambrogio;Bertoni;m;Tessin;TI;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;05/07/1852;01/02/1853;Lottigna (TI);25/08/1811;11/11/1887
FAUX;Brenno;Bertoni;m;Tessin;TI;Conseil des Etats;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;19/04/1920;01/12/1935;Lottigna (TI);07/08/1860;18/02/1945
FAUX;Carl;Bertschinger;m;Zurich;ZH;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;03/12/1917;01/12/1935;Pfäffikon (ZH);16/06/1881;04/03/1960
FAUX;F. Theodor;Bertschinger;m;Argovie;AG;Conseil national;Centre;MC;Libéral;Lib*;;;;;03/12/1866;01/12/1872;Lenzburg (AG);11/04/1814;12/12/1889
FAUX;Kathrin;Bertschy;f;Berne;BE;Conseil national;Groupe vert'libéral;GL;Parti vert'libéral;pvl;;Thoune;Berne;Legislative der Stadt Bern: von Januar 2009 bis Dezember 2011;05/12/2011;29/11/2015;Guin (FR),Berne (BE);02/07/1979;
VRAI;Kathrin;Bertschy;f;Berne;BE;Conseil national;Groupe vert'libéral;GL;Parti vert'libéral;pvl;;Thoune;Berne;Legislative der Stadt Bern: von Januar 2009 bis Dezember 2011;30/11/2015;;Guin (FR),Berne (BE);02/07/1979;
FAUX;François;Besson;m;Genève;GE;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;07/12/1908;01/01/1910;Meyrin (GE);14/03/1859;10/07/1927
FAUX;Roger;Besuchet;m;Vaud;VD;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;01/12/1975;25/11/1979;L'Abergement (VD);17/07/1928;29/06/2005
FAUX;Gustave-François;Bettex;m;Vaud;VD;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;03/12/1917;18/03/1921;Combremont-le-Petit (VD);26/07/1868;18/03/1921
FAUX;J.-François;Bettex;m;Vaud;VD;Conseil national;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;06/11/1848;30/11/1851;Combremont-le-Petit (VD);19/03/1816;13/03/1887
FAUX;Duri;Bezzola;m;Grisons;GR;Conseil national;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Scuol;Grisons;Gemeinderat von Scuol 1983 bis 1990;01/12/2003;04/03/2007;Scuol (GR),Zernez (GR);23/06/1942;
FAUX;Andreas;Bezzola;m;Grisons;GR;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;07/06/1880;01/06/1881;Zernez (GR);19/05/1840;10/01/1897
FAUX;Andreas;Bezzola;m;Grisons;GR;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;05/12/1881;03/12/1893;Zernez (GR);19/05/1840;10/01/1897
FAUX;Andreas;Bezzola;m;Grisons;GR;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;05/12/1881;03/12/1893;Zernez (GR);19/05/1840;10/01/1897
FAUX;Andreas;Bezzola;m;Grisons;GR;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;05/12/1881;03/12/1893;Zernez (GR);19/05/1840;10/01/1897
FAUX;Duri;Bezzola;m;Grisons;GR;Conseil national;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Scuol;Grisons;Gemeinderat von Scuol 1983 bis 1990;04/12/1995;30/11/2003;Scuol (GR),Zernez (GR);23/06/1942;
FAUX;Duri;Bezzola;m;Grisons;GR;Conseil national;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Scuol;Grisons;Gemeinderat von Scuol 1983 bis 1990;21/01/1991;03/12/1995;Scuol (GR),Zernez (GR);23/06/1942;
FAUX;Martin;Bider;m;Bâle-Campagne;BL;Conseil national;Centre;MC;Libéral;Lib*;;;;;06/07/1868;01/12/1872;Langenbruck (BL);18/01/1812;19/06/1878
FAUX;Paul;Biderbost;m;Valais;VS;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;;;;01/12/1975;27/11/1983;Ritzingen (VS);28/07/1927;24/10/1999
FAUX;Daniel;Bieder;m;Bâle-Campagne;BL;Conseil national;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;07/12/1857;06/12/1863;Langenbruck (BL);10/11/1825;26/10/1906
FAUX;Walter;Biel;m;Zurich;ZH;Conseil national;Groupe indépendant et évangelique;U;Alliance des Indépendants;AdI;;;;;04/12/1967;24/11/1991;Ermatingen (TG);20/07/1933;
FAUX;Otto;Bienz;m;Berne;BE;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;07/12/1959;01/06/1966;Berne (BE),Rüderswil (BE);15/11/1910;18/01/1985
FAUX;Peter;Bieri;m;Zoug;ZG;Conseil des Etats;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Winterthur;Zurich;Gemeinderat: von Januar 1987 bis Dezember 1994;23/01/1995;30/11/2003;Hünenberg (ZG),Romoos (LU);21/06/1952;
FAUX;Peter;Bieri;m;Zoug;ZG;Conseil des Etats;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Winterthur;Zurich;Gemeinderat: von Januar 1987 bis Dezember 1994;05/03/2007;04/12/2011;Hünenberg (ZG),Romoos (LU);21/06/1952;
FAUX;Ernst;Bieri;m;Zurich;ZH;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;04/12/1967;28/11/1971;Schangnau (BE),Zurich (ZH);18/03/1920;21/11/2003
FAUX;Peter;Bieri;m;Zoug;ZG;Conseil des Etats;Groupe PDC-PEV;CE;Parti démocrate-chrétien suisse;PDC;;Winterthur;Zurich;Gemeinderat: von Januar 1987 bis Dezember 1994;05/12/2011;29/11/2015;Hünenberg (ZG),Romoos (LU);21/06/1952;
FAUX;Peter;Bieri;m;Zoug;ZG;Conseil des Etats;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Winterthur;Zurich;Gemeinderat: von Januar 1987 bis Dezember 1994;01/12/2003;04/03/2007;Hünenberg (ZG),Romoos (LU);21/06/1952;
FAUX;Elmar;Bigger;m;St-Gall;SG;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Vilters;St-Gall;Legislative des Kantons (Kantonsrat): von 1996 bis 2000;01/12/2003;02/12/2007;Vilters (SG);05/10/1949;
FAUX;Elmar;Bigger;m;St-Gall;SG;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Vilters;St-Gall;Legislative des Kantons (Kantonsrat): von 1996 bis 2000;06/12/1999;30/11/2003;Vilters (SG);05/10/1949;
FAUX;Elmar;Bigger;m;St-Gall;SG;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Vilters;St-Gall;Legislative des Kantons (Kantonsrat): von 1996 bis 2000;03/12/2007;04/12/2011;Vilters (SG);05/10/1949;
FAUX;Franz;Bigler;m;Berne;BE;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;12/04/1898;01/12/1906;Worb (BE);09/03/1847;08/05/1919
VRAI;Hans-Ulrich;Bigler;m;Zurich;ZH;Conseil national;Groupe libéral-radical;RL;PLR.Les Libéraux-Radicaux;PLR;marié(e);Berne;Berne;;08/12/2015;;Worb (BE);05/04/1958;
FAUX;Fritz;Bigler;m;Berne;BE;Conseil national;Groupe démocrate;DEM;Jeunes paysans;JB;;;;;02/12/1935;05/12/1943;Worb (BE);26/06/1899;02/03/1983
FAUX;Giuliano;Bignasca;m;Tessin;TI;Conseil national;Groupe des Démocrates suisses et de la Ligue des Tessinois;D;Lega dei Ticinesi;Lega;;Lugano;Tessin;;13/06/1995;03/12/1995;Sonvico (TI);10/04/1945;07/03/2013
FAUX;Attilio;Bignasca;m;Tessin;TI;Conseil national;Groupe de l'Union démocratique du Centre;V;Lega dei Ticinesi;Lega;;Viganello;Tessin;"Legislativo comunale: da aprile 1992; legislativo cantonale: da aprile 1991(presidente: 2002/2003)";03/12/2007;31/12/2009;Sonvico (TI);01/11/1943;
FAUX;Giuliano;Bignasca;m;Tessin;TI;Conseil national;Non inscrit;-;Lega dei Ticinesi;Lega;;Lugano;Tessin;;06/12/1999;30/11/2003;Sonvico (TI);10/04/1945;07/03/2013
FAUX;Attilio;Bignasca;m;Tessin;TI;Conseil national;Groupe de l'Union démocratique du Centre;V;Lega dei Ticinesi;Lega;;Viganello;Tessin;"Legislativo comunale: da aprile 1992; legislativo cantonale: da aprile 1991(presidente: 2002/2003)";01/12/2003;02/12/2007;Sonvico (TI);01/11/1943;
FAUX;Max;Bill;m;Zurich;ZH;Conseil national;Groupe indépendant;U;Alliance des Indépendants;AdI;;;;;04/12/1967;28/11/1971;Moosseedorf (BE);22/12/1908;09/12/1994
FAUX;Robert;Billeter;m;Zurich;ZH;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;04/12/1911;23/02/1917;Zurich (ZH),Männedorf (ZH);24/09/1857;23/02/1917
FAUX;Paul;Billieux;m;Berne;BE;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;04/12/1922;06/12/1931;Alle (JU);22/11/1884;18/09/1960
FAUX;Paul;Billieux;m;Berne;BE;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;13/03/1934;05/12/1943;Alle (JU);22/11/1884;18/09/1960
FAUX;Max;Binder;m;Zurich;ZH;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Illnau-Effretikon;Zurich;"Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992";04/12/1995;05/12/1999;Illnau-Effretikon (ZH);26/11/1947;
FAUX;Max;Binder;m;Zurich;ZH;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Illnau-Effretikon;Zurich;"Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992";01/12/2003;02/12/2007;Illnau-Effretikon (ZH);26/11/1947;
FAUX;Julius;Binder;m;Argovie;AG;Conseil national;Groupe conservateur-catholique sociale;K;Parti conservateur chrétien-social;CCS;;;;;02/12/1963;30/11/1975;Baldingen (AG);12/02/1925;
FAUX;Julius;Binder;m;Argovie;AG;Conseil des Etats;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;;;;26/11/1979;29/11/1987;Baldingen (AG);12/02/1925;
FAUX;Max;Binder;m;Zurich;ZH;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Illnau-Effretikon;Zurich;"Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992";25/11/1991;03/12/1995;Illnau-Effretikon (ZH);26/11/1947;
FAUX;Max;Binder;m;Zurich;ZH;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Illnau-Effretikon;Zurich;"Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992";03/12/2007;04/12/2011;Illnau-Effretikon (ZH);26/11/1947;
FAUX;Max;Binder;m;Zurich;ZH;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Illnau-Effretikon;Zurich;"Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992";05/12/2011;29/11/2015;Illnau-Effretikon (ZH);26/11/1947;
FAUX;Max;Binder;m;Zurich;ZH;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Illnau-Effretikon;Zurich;"Legislative der Gemeinde (Grosser Gemeinderat): von 1985 bis 1990; Exekutive der Gemeinde: Stadtrat (Vizepräsident): seit 1990; Legislative des Kantons (Kantonsrat): von 1991 bis 1992";06/12/1999;30/11/2003;Illnau-Effretikon (ZH);26/11/1947;
FAUX;Eberhard A.;Binder;m;Genève;GE;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;05/12/1892;01/10/1893;Genève (GE);11/05/1854;07/02/1907
FAUX;Henri;Bioley;m;Valais;VS;Conseil national;;;Conservateurs;Cons*;;;;;02/12/1895;03/12/1905;St-Maurice (VS),Massongex (VS);13/08/1841;23/05/1913
FAUX;Peter;Bircher;m;Argovie;AG;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Wölflinswil;Argovie;Grosser Rat AG von 1973 bis 1990 Präsident Regionalplanung oberes Fricktal;17/09/1990;03/12/1995;Wölflinswil (AG);01/06/1939;
FAUX;Peter;Bircher;m;Argovie;AG;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Wölflinswil;Argovie;Grosser Rat AG von 1973 bis 1990 Präsident Regionalplanung oberes Fricktal;04/12/1995;05/12/1999;Wölflinswil (AG);01/06/1939;
FAUX;Franklin;Bircher;m;Zurich;ZH;Conseil national;Groupe indépendant;U;Alliance des Indépendants;AdI;;;;;02/12/1935;01/06/1938;Zurich (ZH),Küttigen (AG);31/05/1896;31/01/1988
FAUX;Eugen;Bircher;m;Argovie;AG;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;02/06/1942;04/12/1955;Küttigen (AG),Aarau (AG);17/02/1882;20/10/1956
FAUX;Silvio;Bircher;m;Argovie;AG;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;26/11/1979;31/05/1993;Küttigen (AG),Aarau (AG);25/09/1945;
