4,Airport ID,Name,City,Country,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ,Type,Source
SVD,2907,E. T. Joshua Airport,Kingstown,Saint Vincent and the Grenadines,TVSV,13.14430046081543,-61.210899353027344,66,-4.0,U,America/St_Vincent,airport,OurAirports
ALA,2908,Almaty Airport,Alma-ata,Kazakhstan,UAAA,43.35210037231445,77.04049682617188,2234,6.0,U,Asia/Qyzylorda,airport,OurAirports
TSE,2910,Astana International Airport,Tselinograd,Kazakhstan,UACC,51.02220153808594,71.46690368652344,1165,6.0,U,Asia/Qyzylorda,airport,OurAirports
DMB,2911,Taraz Airport,Dzhambul,Kazakhstan,UADD,42.853599548339844,71.30359649658203,2184,6.0,U,Asia/Qyzylorda,airport,OurAirports
FRU,2912,Manas International Airport,Bishkek,Kyrgyzstan,UAFM,43.0612983704,74.4776000977,2058,6.0,U,Asia/Bishkek,airport,OurAirports
OSS,2913,Osh Airport,Osh,Kyrgyzstan,UAFO,40.6090011597,72.793296814,2927,6.0,U,Asia/Bishkek,airport,OurAirports
CIT,2914,Shymkent Airport,Chimkent,Kazakhstan,UAII,42.364200592041016,69.47889709472656,1385,6.0,U,Asia/Qyzylorda,airport,OurAirports
URA,2916,Uralsk Airport,Uralsk,Kazakhstan,UARR,51.15079879760742,51.54309844970703,125,5.0,U,Asia/Oral,airport,OurAirports
PWQ,2917,Pavlodar Airport,Pavlodar,Kazakhstan,UASP,52.19499969482422,77.07389831542969,410,6.0,U,Asia/Qyzylorda,airport,OurAirports
PLX,2918,Semipalatinsk Airport,Semiplatinsk,Kazakhstan,UASS,50.35129928588867,80.2343978881836,761,6.0,U,Asia/Qyzylorda,airport,OurAirports
AKX,2920,Aktobe Airport,Aktyubinsk,Kazakhstan,UATT,50.24580001831055,57.20669937133789,738,5.0,U,Asia/Oral,airport,OurAirports
GYD,2922,Heydar Aliyev International Airport,Baku,Azerbaijan,UBBB,40.46749877929688,50.04669952392578,10,4.0,E,Asia/Baku,airport,OurAirports
YKS,2923,Yakutsk Airport,Yakutsk,Russia,UEEE,62.093299865722656,129.77099609375,325,9.0,N,Asia/Yakutsk,airport,OurAirports
MJZ,2925,Mirny Airport,Mirnyj,Russia,UERR,62.53469848632813,114.03900146484376,1156,9.0,N,Asia/Yakutsk,airport,OurAirports
BQS,2926,Ignatyevo Airport,Blagoveschensk,Russia,UHBB,50.42539978027344,127.41200256347656,638,9.0,N,Asia/Yakutsk,airport,OurAirports
KHV,2927,Khabarovsk-Novy Airport,Khabarovsk,Russia,UHHH,48.52799987793,135.18800354004,244,10.0,N,Asia/Vladivostok,airport,OurAirports
GDX,2930,Sokol Airport,Magadan,Russia,UHMM,59.9109992980957,150.72000122070312,574,11.0,N,Asia/Srednekolymsk,airport,OurAirports
PWE,2931,Pevek Airport,Pevek,Russia,UHMP,69.783302307129,170.59700012207,11,12.0,N,,airport,OurAirports
PKC,2932,Yelizovo Airport,Petropavlovsk,Russia,UHPP,53.16790008544922,158.45399475097656,131,12.0,N,Asia/Anadyr,airport,OurAirports
UUS,2933,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,UHSS,46.88869857788086,142.71800231933594,59,11.0,N,Asia/Srednekolymsk,airport,OurAirports
VVO,2934,Vladivostok International Airport,Vladivostok,Russia,UHWW,43.39899826049805,132.14799499511722,46,10.0,N,Asia/Vladivostok,airport,OurAirports
HTA,2935,Chita-Kadala Airport,Chita,Russia,UIAA,52.026299,113.306,2272,9.0,N,Asia/Yakutsk,airport,OurAirports
BTK,2936,Bratsk Airport,Bratsk,Russia,UIBB,56.37060165405274,101.697998046875,1610,8.0,N,Asia/Irkutsk,airport,OurAirports
IKT,2937,Irkutsk Airport,Irkutsk,Russia,UIII,52.268001556396,104.38899993896,1675,8.0,N,Asia/Irkutsk,airport,OurAirports
UUD,2938,Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,UIUU,51.80780029296875,107.43800354003906,1690,8.0,N,Asia/Irkutsk,airport,OurAirports
KBP,2939,Boryspil International Airport,Kiev,Ukraine,UKBB,50.34500122070313,30.89469909667969,427,2.0,E,Europe/Kiev,airport,OurAirports
DOK,2940,Donetsk International Airport,Donetsk,Ukraine,UKCC,48.07360076904297,37.73970031738281,791,2.0,E,Europe/Kiev,airport,OurAirports
DNK,2941,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,UKDD,48.357200622558594,35.100601196289055,481,2.0,E,Europe/Kiev,airport,OurAirports
SIP,2942,Simferopol International Airport,Simferopol,Ukraine,UKFF,45.05220031738281,33.975101470947266,639,3.0,E,Europe/Simferopol,airport,OurAirports
IEV,2944,Kiev Zhuliany International Airport,Kiev,Ukraine,UKKK,50.40194,30.451940000000004,587,2.0,E,Europe/Kiev,airport,OurAirports
LWO,2945,Lviv International Airport,Lvov,Ukraine,UKLL,49.8125,23.95610046386719,1071,2.0,E,Europe/Kiev,airport,OurAirports
ODS,2947,Odessa International Airport,Odessa,Ukraine,UKOO,46.42679977416992,30.67650032043457,172,2.0,E,Europe/Kiev,airport,OurAirports
LED,2948,Pulkovo Airport,St. Petersburg,Russia,ULLI,59.80030059814453,30.26250076293945,78,3.0,N,Europe/Moscow,airport,OurAirports
MMK,2949,Murmansk Airport,Murmansk,Russia,ULMM,68.78170013427734,32.75080108642578,266,3.0,N,Europe/Moscow,airport,OurAirports
KGD,2952,Khrabrovo Airport,Kaliningrad,Russia,UMKK,54.88999938964844,20.592599868774414,42,2.0,N,Europe/Kaliningrad,airport,OurAirports
MSQ,2954,Minsk National Airport,Minsk 2,Belarus,UMMS,53.882499694824,28.030700683594,670,3.0,E,Europe/Minsk,airport,OurAirports
ABA,2955,Abakan Airport,Abakan,Russia,UNAA,53.7400016784668,91.38500213623048,831,7.0,N,Asia/Krasnoyarsk,airport,OurAirports
BAX,2956,Barnaul Airport,Barnaul,Russia,UNBB,53.36380004882813,83.53849792480469,837,7.0,N,Asia/Krasnoyarsk,airport,OurAirports
KEJ,2957,Kemerovo Airport,Kemorovo,Russia,UNEE,55.27009963989258,86.1072006225586,863,7.0,N,Asia/Krasnoyarsk,airport,OurAirports
OMS,2958,Omsk Central Airport,Omsk,Russia,UNOO,54.96699905395508,73.31050109863281,311,6.0,N,Asia/Omsk,airport,OurAirports
KRR,2960,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,URKK,45.034698486328004,39.170501708984,118,3.0,N,Europe/Moscow,airport,OurAirports
MCX,2961,Uytash Airport,Makhachkala,Russia,URML,42.81679916381836,47.65230178833008,12,3.0,N,Europe/Moscow,airport,OurAirports
MRV,2962,Mineralnyye Vody Airport,Mineralnye Vody,Russia,URMM,44.22510147094727,43.08190155029297,1054,3.0,N,Europe/Moscow,airport,OurAirports
STW,2963,Stavropol Shpakovskoye Airport,Stavropol,Russia,URMT,45.10919952392578,42.11280059814453,1486,3.0,N,Europe/Moscow,airport,OurAirports
ROV,2964,Rostov-on-Don Airport,Rostov,Russia,URRR,47.2582015991,39.8180999756,280,3.0,N,Europe/Moscow,airport,OurAirports
AER,2965,Sochi International Airport,Sochi,Russia,URSS,43.449901580811,39.956600189209,89,3.0,N,Europe/Moscow,airport,OurAirports
ASF,2966,Astrakhan Airport,Astrakhan,Russia,URWA,46.2832984924,48.0063018799,-65,4.0,N,Europe/Samara,airport,OurAirports
VOG,2967,Volgograd International Airport,Volgograd,Russia,URWW,48.78250122070313,44.34550094604492,482,3.0,N,Europe/Moscow,airport,OurAirports
CEK,2968,Chelyabinsk Balandino Airport,Chelyabinsk,Russia,USCC,55.305801,61.5033,769,5.0,N,Asia/Yekaterinburg,airport,OurAirports
MQF,2969,Magnitogorsk International Airport,Magnetiogorsk,Russia,USCM,53.39310073852539,58.75569915771485,1430,5.0,N,Asia/Yekaterinburg,airport,OurAirports
NJC,2972,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,USNN,60.94929885864258,76.48359680175781,177,5.0,N,Asia/Yekaterinburg,airport,OurAirports
PEE,2973,Bolshoye Savino Airport,Perm,Russia,USPP,57.914501190186,56.021198272705,404,5.0,N,Asia/Yekaterinburg,airport,OurAirports
SGC,2974,Surgut Airport,Surgut,Russia,USRR,61.34370040893555,73.40180206298828,200,5.0,N,Asia/Yekaterinburg,airport,OurAirports
SVX,2975,Koltsovo Airport,Yekaterinburg,Russia,USSS,56.743099212646,60.802700042725,764,5.0,N,Asia/Yekaterinburg,airport,OurAirports
ASB,2976,Ashgabat Airport,Ashkhabad,Turkmenistan,UTAA,37.98680114746094,58.361000061035156,692,5.0,U,Asia/Ashgabat,airport,OurAirports
DYU,2979,Dushanbe Airport,Dushanbe,Tajikistan,UTDD,38.543300628699996,68.8249969482,2575,5.0,U,Asia/Dushanbe,airport,OurAirports
BHK,2980,Bukhara Airport,Bukhara,Uzbekistan,UTSB,39.775001525878906,64.48329925537111,751,5.0,U,Asia/Samarkand,airport,OurAirports
SKD,2981,Samarkand Airport,Samarkand,Uzbekistan,UTSS,39.70050048828125,66.98380279541016,2224,5.0,U,Asia/Samarkand,airport,OurAirports
TAS,2983,Tashkent International Airport,Tashkent,Uzbekistan,UTTT,41.257900238000005,69.2811965942,1417,5.0,U,Asia/Samarkand,airport,OurAirports
SVO,2985,Sheremetyevo International Airport,Moscow,Russia,UUEE,55.972599,37.4146,622,3.0,N,Europe/Moscow,airport,OurAirports
VOZ,2987,Voronezh International Airport,Voronezh,Russia,UUOO,51.81420135498047,39.22959899902344,514,3.0,N,Europe/Moscow,airport,OurAirports
VKO,2988,Vnukovo International Airport,Moscow,Russia,UUWW,55.591499328599994,37.2615013123,685,3.0,N,Europe/Moscow,airport,OurAirports
SCW,2989,Syktyvkar Airport,Syktyvkar,Russia,UUYY,61.64699935913086,50.84510040283203,342,3.0,N,Europe/Moscow,airport,OurAirports
KZN,2990,Kazan International Airport,Kazan,Russia,UWKD,55.606201171875,49.278701782227,411,3.0,N,Europe/Moscow,airport,OurAirports
REN,2991,Orenburg Central Airport,Orenburg,Russia,UWOO,51.795799255371094,55.45669937133789,387,5.0,N,Asia/Yekaterinburg,airport,OurAirports
UFA,2992,Ufa International Airport,Ufa,Russia,UWUU,54.55749893188501,55.874401092529,449,5.0,N,Asia/Yekaterinburg,airport,OurAirports
KUF,2993,Kurumoch International Airport,Samara,Russia,UWWW,53.504901885986,50.16429901123,477,4.0,N,Europe/Samara,airport,OurAirports
AMD,2994,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,VAAH,23.0771999359,72.63469696039998,189,5.5,N,Asia/Calcutta,airport,OurAirports
IXU,2996,Aurangabad Airport,Aurangabad,India,VAAU,19.862699508666992,75.39810180664062,1911,5.5,N,Asia/Calcutta,airport,OurAirports
BOM,2997,Chhatrapati Shivaji International Airport,Mumbai,India,VABB,19.088699340799998,72.8678970337,39,5.5,N,Asia/Calcutta,airport,OurAirports
BHJ,2999,Bhuj Airport,Bhuj,India,VABJ,23.2877998352,69.6701965332,268,5.5,N,Asia/Calcutta,airport,OurAirports
IXG,3000,Belgaum Airport,Belgaum,India,VABM,15.8592996597,74.6183013916,2487,5.5,N,Asia/Calcutta,airport,OurAirports
BDQ,3001,Vadodara Airport,Baroda,India,VABO,22.3362007141,73.2263031006,129,5.5,N,Asia/Calcutta,airport,OurAirports
BHO,3002,Raja Bhoj International Airport,Bhopal,India,VABP,23.2875003815,77.33740234380001,1711,5.5,N,Asia/Calcutta,airport,OurAirports
BHU,3003,Bhavnagar Airport,Bhaunagar,India,VABV,21.752199173,72.18520355220001,44,5.5,N,Asia/Calcutta,airport,OurAirports
GOI,3007,Dabolim Airport,Goa,India,VAGO,15.3808002472,73.83139801029999,150,5.5,N,Asia/Calcutta,airport,OurAirports
IDR,3008,Devi Ahilyabai Holkar Airport,Indore,India,VAID,22.721799850500002,75.8011016846,1850,5.5,N,Asia/Calcutta,airport,OurAirports
JLR,3009,Jabalpur Airport,Jabalpur,India,VAJB,23.17779922485352,80.052001953125,1624,5.5,N,Asia/Calcutta,airport,OurAirports
JGA,3010,Jamnagar Airport,Jamnagar,India,VAJM,22.465499877929688,70.01260375976561,69,5.5,N,Asia/Calcutta,airport,OurAirports
HJR,3012,Khajuraho Airport,Khajuraho,India,VAKJ,24.817199706999997,79.91860198970001,728,5.5,N,Asia/Calcutta,airport,OurAirports
NAG,3015,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,VANP,21.092199325561523,79.04720306396484,1033,5.5,N,Asia/Calcutta,airport,OurAirports
PNQ,3017,Pune Airport,Pune,India,VAPO,18.58209991455078,73.9197006225586,1942,5.5,N,Asia/Calcutta,airport,OurAirports
PBD,3018,Porbandar Airport,Porbandar,India,VAPR,21.6487007141,69.65720367429999,23,5.5,N,Asia/Calcutta,airport,OurAirports
RAJ,3019,Rajkot Airport,Rajkot,India,VARK,22.3092002869,70.77950286869998,441,5.5,N,Asia/Calcutta,airport,OurAirports
RPR,3020,Raipur Airport,Raipur,India,VARP,21.180400848399998,81.7388000488,1041,5.5,N,Asia/Calcutta,airport,OurAirports
STV,3022,Surat Airport,Surat,India,VASU,21.1140995026,72.7417984009,16,5.5,N,Asia/Calcutta,airport,OurAirports
UDR,3023,Maharana Pratap Airport,Udaipur,India,VAUD,24.617700576799997,73.89610290530001,1684,5.5,N,Asia/Calcutta,airport,OurAirports
CMB,3024,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,VCBI,7.180759906768799,79.88410186767578,30,5.5,U,Asia/Colombo,airport,OurAirports
TRR,3030,China Bay Airport,Trinciomalee,Sri Lanka,VCCT,8.538510322570799,81.18190002441406,6,5.5,U,Asia/Colombo,airport,OurAirports
PNH,3034,Phnom Penh International Airport,Phnom-penh,Cambodia,VDPP,11.546600341796875,104.84400177001952,40,7.0,U,Asia/Phnom_Penh,airport,OurAirports
REP,3035,Siem Reap International Airport,Siem-reap,Cambodia,VDSR,13.410699844400003,103.81300354,60,7.0,U,Asia/Phnom_Penh,airport,OurAirports
IXA,3038,Agartala Airport,Agartala,India,VEAT,23.8869991302,91.2404022217,46,5.5,N,Asia/Calcutta,airport,OurAirports
AJL,3039,Lengpui Airport,Aizwal,India,VELP,23.8405990601,92.6196975708,1398,5.5,N,Asia/Calcutta,airport,OurAirports
IXB,3040,Bagdogra Airport,Baghdogra,India,VEBD,26.68120002746582,88.32859802246094,412,5.5,N,Asia/Calcutta,airport,OurAirports
BBI,3042,Biju Patnaik Airport,Bhubaneswar,India,VEBS,20.2444000244,85.8178024292,138,5.5,N,Asia/Calcutta,airport,OurAirports
CCU,3043,Netaji Subhash Chandra Bose International Airport,Kolkata,India,VECC,22.654699325561523,88.44670104980469,16,5.5,N,Asia/Calcutta,airport,OurAirports
IMF,3050,Imphal Airport,Imphal,India,VEIM,24.760000228899997,93.896697998,2540,5.5,N,Asia/Calcutta,airport,OurAirports
IXS,3055,Silchar Airport,Silchar,India,VEKU,24.912900924699997,92.97869873049999,352,5.5,N,Asia/Calcutta,airport,OurAirports
DIB,3057,Dibrugarh Airport,Mohanbari,India,VEMN,27.4839000702,95.01689910889999,362,5.5,N,Asia/Calcutta,airport,OurAirports
PAT,3061,Lok Nayak Jayaprakash Airport,Patina,India,VEPT,25.591299056999997,85.08799743649999,170,5.5,N,Asia/Calcutta,airport,OurAirports
IXR,3063,Birsa Munda Airport,Ranchi,India,VERC,23.314300537100006,85.3217010498,2148,5.5,N,Asia/Calcutta,airport,OurAirports
VTZ,3066,Vishakhapatnam Airport,Vishakhapatnam,India,VEVZ,17.721200943,83.22450256350001,15,5.5,N,Asia/Calcutta,airport,OurAirports
CXB,3068,Cox's Bazar Airport,Cox's Bazar,Bangladesh,VGCB,21.452199935913086,91.96389770507812,12,6.0,U,Asia/Dhaka,airport,OurAirports
CGP,3069,Shah Amanat International Airport,Chittagong,Bangladesh,VGEG,22.24959945678711,91.81330108642578,12,6.0,U,Asia/Dhaka,airport,OurAirports
JSR,3071,Jessore Airport,Jessore,Bangladesh,VGJR,23.183799743652344,89.16079711914062,20,6.0,U,Asia/Dhaka,airport,OurAirports
RJH,3072,Shah Mokhdum Airport,Rajshahi,Bangladesh,VGRJ,24.43720054626465,88.61650085449219,64,6.0,U,Asia/Dhaka,airport,OurAirports
SPD,3073,Saidpur Airport,Saidpur,Bangladesh,VGSD,25.75919914245605,88.90889739990234,125,6.0,U,Asia/Dhaka,airport,OurAirports
ZYL,3074,Osmany International Airport,Sylhet Osmani,Bangladesh,VGSY,24.96319961547852,91.8667984008789,50,6.0,U,Asia/Dhaka,airport,OurAirports
DAC,3076,Dhaka / Hazrat Shahjalal International Airport,Dhaka,Bangladesh,VGZR,23.843347,90.39778299999999,30,6.0,U,Asia/Dhaka,airport,OurAirports
HKG,3077,Chek Lap Kok International Airport,Hong Kong,Hong Kong,VHHH,22.3089008331,113.915000916,28,8.0,U,Asia/Hong_Kong,airport,OurAirports
AGR,3079,Agra Airport,Agra,India,VIAG,27.155799865722656,77.96089935302734,551,5.5,N,Asia/Calcutta,airport,OurAirports
IXD,3080,Allahabad Airport,Allahabad,India,VIAL,25.440099716186523,81.73390197753906,322,5.5,N,Asia/Calcutta,airport,OurAirports
ATQ,3081,Sri Guru Ram Dass Jee International Airport,Amritsar,India,VIAR,31.7096004486,74.7973022461,756,5.5,N,Asia/Calcutta,airport,OurAirports
VNS,3084,Lal Bahadur Shastri Airport,Varanasi,India,VIBN,25.4524002075,82.85929870609999,266,5.5,N,Asia/Calcutta,airport,OurAirports
KUU,3085,Kullu Manali Airport,Kulu,India,VIBR,31.87669944763184,77.15440368652344,3573,5.5,N,Asia/Calcutta,airport,OurAirports
IXC,3089,Chandigarh Airport,Chandigarh,India,VICG,30.67350006103516,76.78849792480469,1012,5.5,N,Asia/Calcutta,airport,OurAirports
DED,3092,Dehradun Airport,Dehra Dun,India,VIDN,30.189699173,78.18029785159999,1831,5.5,N,Asia/Calcutta,airport,OurAirports
DEL,3093,Indira Gandhi International Airport,Delhi,India,VIDP,28.56649971008301,77.10310363769531,777,5.5,N,Asia/Calcutta,airport,OurAirports
GWL,3094,Gwalior Airport,Gwalior,India,VIGR,26.29330062866211,78.22779846191406,617,5.5,N,Asia/Calcutta,airport,OurAirports
JDH,3097,Jodhpur Airport,Jodhpur,India,VIJO,26.25110054016113,73.04889678955078,717,5.5,N,Asia/Calcutta,airport,OurAirports
JAI,3098,Jaipur International Airport,Jaipur,India,VIJP,26.8241996765,75.8122024536,1263,5.5,N,Asia/Calcutta,airport,OurAirports
IXJ,3100,Jammu Airport,Jammu,India,VIJU,32.6890983582,74.83740234380001,1029,5.5,N,Asia/Calcutta,airport,OurAirports
KNU,3101,Kanpur Airport,Kanpur,India,VIKA,26.4414005279541,80.36489868164062,411,5.5,N,Asia/Calcutta,airport,OurAirports
LUH,3103,Ludhiana Airport,Ludhiaha,India,VILD,30.854700088500977,75.95259857177734,834,5.5,N,Asia/Calcutta,airport,OurAirports
IXL,3104,Leh Kushok Bakula Rimpochee Airport,Leh,India,VILH,34.135898590100005,77.5465011597,10682,5.5,N,Asia/Calcutta,airport,OurAirports
LKO,3105,Chaudhary Charan Singh International Airport,Lucknow,India,VILK,26.7605991364,80.8892974854,410,5.5,N,Asia/Calcutta,airport,OurAirports
SXR,3112,Sheikh ul Alam Airport,Srinagar,India,VISR,33.987098693847656,74.77420043945312,5429,5.5,N,Asia/Calcutta,airport,OurAirports
LPQ,3115,Luang Phabang International Airport,Luang Prabang,Laos,VLLB,19.897300720214844,102.16100311279295,955,7.0,U,Asia/Vientiane,airport,OurAirports
PKZ,3116,Pakse International Airport,Pakse,Laos,VLPS,15.132100105285645,105.78099822998048,351,7.0,U,Asia/Vientiane,airport,OurAirports
ZVK,3118,Savannakhet Airport,Savannakhet,Laos,VLSK,16.55660057067871,104.76000213623048,509,7.0,U,Asia/Vientiane,airport,OurAirports
VTE,3120,Wattay International Airport,Vientiane,Laos,VLVT,17.988300323500003,102.56300354,564,7.0,U,Asia/Vientiane,airport,OurAirports
MFM,3121,Macau International Airport,Macau,Macau,VMMC,22.149599075317386,113.59200286865234,20,8.0,U,Asia/Macau,airport,OurAirports
BWA,3122,Gautam Buddha Airport,Bhairawa,Nepal,VNBW,27.505684999999996,83.41629300000001,358,5.75,N,Asia/Katmandu,airport,OurAirports
KTM,3125,Tribhuvan International Airport,Kathmandu,Nepal,VNKT,27.696599960300002,85.35910034179999,4390,5.75,N,Asia/Katmandu,airport,OurAirports
PKR,3127,Pokhara Airport,Pokhara,Nepal,VNPK,28.20089912414551,83.98210144042969,2712,5.75,N,Asia/Katmandu,airport,OurAirports
BIR,3129,Biratnagar Airport,Biratnagar,Nepal,VNVT,26.48150062561035,87.26399993896484,236,5.75,N,Asia/Katmandu,airport,OurAirports
AGX,3130,Agatti Airport,Agatti Island,India,VOAT,10.823699951171877,72.1760025024414,14,5.5,N,Asia/Calcutta,airport,OurAirports
BLR,3131,Kempegowda International Airport,Bangalore,India,VOBL,13.1979,77.706299,3000,5.5,N,Asia/Calcutta,airport,OurAirports
VGA,3134,Vijayawada Airport,Vijayawada,India,VOBZ,16.530399322509766,80.79679870605469,82,5.5,N,Asia/Calcutta,airport,OurAirports
CJB,3135,Coimbatore International Airport,Coimbatore,India,VOCB,11.029999733,77.0434036255,1324,5.5,N,Asia/Calcutta,airport,OurAirports
COK,3136,Cochin International Airport,Kochi,India,VOCI,10.1520004272,76.4019012451,30,5.5,N,Asia/Calcutta,airport,OurAirports
CCJ,3137,Calicut International Airport,Calicut,India,VOCL,11.1367998123,75.95529937740001,342,5.5,N,Asia/Calcutta,airport,OurAirports
IXM,3142,Madurai Airport,Madurai,India,VOMD,9.83450984955,78.09339904790002,459,5.5,N,Asia/Calcutta,airport,OurAirports
IXE,3143,Mangalore International Airport,Mangalore,India,VOML,12.961299896199998,74.89009857180001,337,5.5,N,Asia/Calcutta,airport,OurAirports
MAA,3144,Chennai International Airport,Madras,India,VOMM,12.990005493164062,80.16929626464844,52,5.5,N,Asia/Calcutta,airport,OurAirports
IXZ,3146,Vir Savarkar International Airport,Port Blair,India,VOPB,11.641200065612793,92.72969818115234,14,5.5,N,Asia/Calcutta,airport,OurAirports
RJA,3148,Rajahmundry Airport,Rajahmundry,India,VORY,17.1103992462,81.81819915770001,151,5.5,N,Asia/Calcutta,airport,OurAirports
TIR,3151,Tirupati Airport,Tirupeti,India,VOTP,13.632499694800003,79.543296814,350,5.5,N,Asia/Calcutta,airport,OurAirports
TRZ,3152,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,VOTR,10.765399932861328,78.70970153808594,288,5.5,N,Asia/Calcutta,airport,OurAirports
TRV,3153,Trivandrum International Airport,Trivandrum,India,VOTV,8.48211956024,76.9200973511,15,5.5,N,Asia/Calcutta,airport,OurAirports
PBH,3155,Paro Airport,Thimphu,Bhutan,VQPR,27.403200149499998,89.42459869380001,7332,6.0,N,Asia/Thimphu,airport,OurAirports
MLE,3156,Malé International Airport,Male,Maldives,VRMM,4.1918301582336435,73.52909851074219,6,5.0,U,Indian/Maldives,airport,OurAirports
DMK,3157,Don Mueang International Airport,Bangkok,Thailand,VTBD,13.912599563599999,100.607002258,9,7.0,U,Asia/Bangkok,airport,OurAirports
UTP,3161,U-Tapao International Airport,Pattaya,Thailand,VTBU,12.67990016937256,101.00499725341795,42,7.0,U,Asia/Bangkok,airport,OurAirports
LPT,3163,Lampang Airport,Lampang,Thailand,VTCL,18.27090072631836,99.50420379638672,811,7.0,U,Asia/Bangkok,airport,OurAirports
PRH,3164,Phrae Airport,Phrae,Thailand,VTCP,18.132200241088867,100.16500091552734,538,7.0,U,Asia/Bangkok,airport,OurAirports
PHS,3170,Phitsanulok Airport,Phitsanulok,Thailand,VTPP,16.782899856567386,100.27899932861328,154,7.0,U,Asia/Bangkok,airport,OurAirports
NAW,3173,Narathiwat Airport,Narathiwat,Thailand,VTSC,6.519919872283936,101.74299621582031,16,7.0,U,Asia/Bangkok,airport,OurAirports
KBV,3174,Krabi Airport,Krabi,Thailand,VTSG,8.09912014008,98.9861984253,82,7.0,U,Asia/Bangkok,airport,OurAirports
USM,3177,Samui Airport,Ko Samui,Thailand,VTSM,9.547789573669997,100.06199646,64,7.0,U,Asia/Bangkok,airport,OurAirports
HKT,3179,Phuket International Airport,Phuket,Thailand,VTSP,8.11320018768,98.3169021606,82,7.0,U,Asia/Bangkok,airport,OurAirports
UNN,3180,Ranong Airport,Ranong,Thailand,VTSR,9.777620315551758,98.58550262451172,57,7.0,U,Asia/Bangkok,airport,OurAirports
HDY,3181,Hat Yai International Airport,Hat Yai,Thailand,VTSS,6.933209896089999,100.392997742,90,7.0,U,Asia/Bangkok,airport,OurAirports
TST,3182,Trang Airport,Trang,Thailand,VTST,7.508739948272705,99.6166000366211,67,7.0,U,Asia/Bangkok,airport,OurAirports
UTH,3183,Udon Thani Airport,Udon Thani,Thailand,VTUD,17.386400222800006,102.788002014,579,7.0,U,Asia/Bangkok,airport,OurAirports
SNO,3184,Sakon Nakhon Airport,Sakon Nakhon,Thailand,VTUI,17.195100784301758,104.11900329589844,529,7.0,U,Asia/Bangkok,airport,OurAirports
LOE,3186,Loei Airport,Loei,Thailand,VTUL,17.43910026550293,101.72200012207031,860,7.0,U,Asia/Bangkok,airport,OurAirports
DAD,3196,Da Nang International Airport,Danang,Vietnam,VVDN,16.043899536132812,108.1989974975586,33,7.0,U,Asia/Saigon,airport,OurAirports
HAN,3199,Noi Bai International Airport,Hanoi,Vietnam,VVNB,21.221200942993164,105.80699920654295,39,7.0,U,Asia/Saigon,airport,OurAirports
HUI,3201,Phu Bai Airport,Hue,Vietnam,VVPB,16.401500701899998,107.70300293,48,7.0,U,Asia/Saigon,airport,OurAirports
PQC,3204,Phu Quoc International Airport,Phuquoc,Vietnam,VVPQ,10.1698,103.9931,37,7.0,U,Asia/Saigon,airport,OurAirports
SGN,3205,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,VVTS,10.8187999725,106.652000427,33,7.0,U,Asia/Saigon,airport,OurAirports
NYU,3209,Bagan Airport,Bagan,Burma,VYBG,21.178800582885746,94.9301986694336,312,6.5,U,Asia/Rangoon,airport,OurAirports
HEH,3213,Heho Airport,Heho,Burma,VYHH,20.746999740600586,96.79199981689452,3858,6.5,U,Asia/Rangoon,airport,OurAirports
KET,3215,Kengtung Airport,Kengtung,Burma,VYKG,21.30159950256348,99.63600158691406,2798,6.5,U,Asia/Rangoon,airport,OurAirports
KYP,3217,Kyaukpyu Airport,Kyaukpyu,Burma,VYKP,19.42639923095703,93.53479766845705,20,6.5,U,Asia/Rangoon,airport,OurAirports
MDL,3222,Mandalay International Airport,Mandalay,Burma,VYMD,21.702199935913086,95.97789764404295,300,6.5,U,Asia/Rangoon,airport,OurAirports
MGZ,3223,Myeik Airport,Myeik,Burma,VYME,12.439800262451172,98.62149810791016,75,6.5,U,Asia/Rangoon,airport,OurAirports
MYT,3224,Myitkyina Airport,Myitkyina,Burma,VYMK,25.38360023498535,97.35189819335938,475,6.5,U,Asia/Rangoon,airport,OurAirports
PBU,3232,Putao Airport,Putao,Burma,VYPT,27.32990074157715,97.42630004882812,1500,6.5,U,Asia/Rangoon,airport,OurAirports
AKY,3235,Sittwe Airport,Sittwe,Burma,VYSW,20.132699966430664,92.87259674072266,27,6.5,U,Asia/Rangoon,airport,OurAirports
SNW,3236,Thandwe Airport,Thandwe,Burma,VYTD,18.4606990814209,94.30010223388672,20,6.5,U,Asia/Rangoon,airport,OurAirports
THL,3237,Tachileik Airport,Tachilek,Burma,VYTL,20.483800888061523,99.9354019165039,1280,6.5,U,Asia/Rangoon,airport,OurAirports
RGN,3239,Yangon International Airport,Yangon,Burma,VYYY,16.907300949099998,96.1332015991,109,6.5,U,Asia/Rangoon,airport,OurAirports
